Record_ID,Tortoise_ID,Tortoise_No,Sample_Date,ELISA_Date,Mag_A405,Mag_Titer,Mag_Result,Mtest_A405,Mtest_Titer,Mtest_Result,Comments,Mag_UseResult,Mtest_UseResult,DataProofed
3006,BS57,57,9/20/2014,3/27/2015,0.0175,<32,Negative,0.027,<32,Negative,Retest of older sample,1,1,1
3007,BS77,77,9/20/2014,3/27/2015,0.0255,<32,Negative,0.04,<32,Negative,Retest of older sample,1,1,1
3008,BS635,635,9/20/2014,3/27/2015,0.034,<32,Negative,0.05,<32,Negative,Retest of older sample,1,1,1
3009,BS640,640,9/20/2014,3/27/2015,0.007,<32,Negative,0.0235,<32,Negative,Retest of older sample,1,1,1
3010,BS149,149,9/21/2014,3/27/2015,0.046,<32,Negative,0.057,<32,Negative,Retest of older sample,1,1,1
3011,BS335,335,9/21/2014,3/27/2015,0.0055,<32,Negative,0.008,<32,Negative,Retest of older sample,1,1,1
3012,BS566,566,9/21/2014,3/27/2015,0.02,<32,Negative,0.024,<32,Negative,Retest of older sample,1,1,1
3013,BS646,646,9/23/2014,3/27/2015,0.0305,<32,Negative,0.019,<32,Negative,Retest of older sample,1,1,1
3014,BS554,554,9/24/2014,3/27/2015,0.056,<32,Negative,0.0635,<32,Negative,Retest of older sample,1,1,1
3015,BS600,600,9/24/2014,3/27/2015,0.015,<32,Negative,0.0085,<32,Negative,Retest of older sample,1,1,1
3016,BS575,575,9/25/2014,3/27/2015,0.035,<32,Negative,0.0385,<32,Negative,Retest of older sample,1,1,1
3017,BS611,611,9/25/2014,3/27/2015,0.054,<32,Negative,0.0745,<32,Negative,Retest of older sample,1,1,1
3018,BS569,569,9/27/2014,3/27/2015,0.0165,<32,Negative,0.0255,<32,Negative,Retest of older sample,1,1,1
3019,BS506,506,9/28/2014,3/27/2015,0.0165,<32,Negative,0.033,<32,Negative,Retest of older sample,1,1,1
3020,BS510,510,9/28/2014,3/27/2015,0.026,<32,Negative,0.0505,<32,Negative,Retest of older sample,1,1,1
3021,BS562,562,9/28/2014,3/27/2015,0.001,<32,Negative,0.0105,<32,Negative,Retest of older sample,1,1,1
3022,BS629,629,9/28/2014,3/27/2015,0.0075,<32,Negative,0.018,<32,Negative,Retest of older sample,1,1,1
3023,BS534,534,10/23/2014,3/27/2015,0.0445,<32,Negative,0.063,<32,Negative,Retest of older sample,1,1,1
3025,BS01,1,5/15/2015,6/16/2015,0.044,<32,Negative,0.0545,<32,Negative,,1,1,1
3026,BS02,2,5/13/2015,6/16/2015,0.1065,<32,Negative,0.1,<32,Negative,,1,1,1
3027,BS04,4,5/17/2015,6/16/2015,0.016,<32,Negative,0.014,<32,Negative,,1,1,1
3028,BS05,5,5/16/2015,6/16/2015,1.044,256,Positive,1.672,256,Positive,,1,1,1
3029,BS06,6,5/15/2015,6/16/2015,0.03,<32,Negative,0.0315,<32,Negative,,1,1,1
3030,BS07,7,5/15/2015,6/16/2015,0.0355,<32,Negative,0.0385,<32,Negative,,1,1,1
3031,BS08,8,5/13/2015,6/16/2015,0.1775,64,Positive,0.1135,<32,Negative,,1,1,1
3032,BS09,9,5/12/2015,6/16/2015,0.093,<32,Negative,0.06,<32,Negative,,1,1,1
3033,BS10,10,5/17/2015,6/16/2015,0.0185,<32,Negative,0.017,<32,Negative,,1,1,1
3034,BS11,11,5/15/2015,6/16/2015,0.0455,<32,Negative,0.042,<32,Negative,,1,1,1
3035,BS12,12,5/14/2015,6/16/2015,0.0565,<32,Negative,-0.0055,<32,Negative,,1,1,1
3036,BS13,13,5/13/2015,6/16/2015,0.067,<32,Negative,0.068,<32,Negative,,1,1,1
3037,BS14,14,5/14/2015,6/16/2015,0.043,<32,Negative,0.089,<32,Negative,,1,1,1
3038,BS16,16,5/17/2015,6/16/2015,0.05,<32,Negative,0.0495,<32,Negative,,1,1,1
3039,BS17,17,5/12/2015,6/16/2015,0.045,<32,Negative,0.0095,<32,Negative,,1,1,1
3040,BS19,19,5/16/2015,6/16/2015,0.078,<32,Negative,0.083,<32,Negative,,1,1,1
3041,BS21,21,5/12/2015,6/16/2015,0.057,<32,Negative,0.016,<32,Negative,,1,1,1
3042,BS22,22,5/16/2015,6/16/2015,0.021,<32,Negative,0.046,<32,Negative,,1,1,1
3043,BS23,23,5/16/2015,6/16/2015,0.1065,<32,Negative,0.0855,<32,Negative,,1,1,1
3044,BS25,25,5/12/2015,6/16/2015,0.059,<32,Negative,0.005,<32,Negative,,1,1,1
3045,BS27,27,5/15/2015,6/16/2015,0.051,<32,Negative,0.102,<32,Negative,,1,1,1
3046,BS28,28,5/13/2015,6/16/2015,0.069,<32,Negative,0.055,<32,Negative,,1,1,1
3047,BS29,29,5/15/2015,6/16/2015,0.0015,<32,Negative,0.009,<32,Negative,,1,1,1
3048,BS30,30,5/14/2015,6/16/2015,0.0125,<32,Negative,0.004,<32,Negative,,1,1,1
3049,BS31,31,5/12/2015,6/16/2015,0.048,<32,Negative,0.0115,<32,Negative,,1,1,1
3050,BS37,37,5/14/2015,6/16/2015,0.0525,<32,Negative,0.051,<32,Negative,,1,1,1
3051,BS41,41,5/15/2015,6/16/2015,0.05,<32,Negative,0.042,<32,Negative,,1,1,1
3053,BS44,44,5/12/2015,6/16/2015,0.061,<32,Negative,0.0315,<32,Negative,,1,1,1
3054,BS45,45,5/15/2015,6/16/2015,0.0385,<32,Negative,0.065,<32,Negative,,1,1,1
3055,BS46,46,5/12/2015,6/16/2015,0.0705,<32,Negative,0.1,<32,Negative,,1,1,1
3056,BS47,47,5/13/2015,6/16/2015,0.0465,<32,Negative,0.0525,<32,Negative,,1,1,1
3058,BS49,49,5/17/2015,6/16/2015,0.0315,<32,Negative,0.0335,<32,Negative,,1,1,1
3059,BS52,52,5/14/2015,6/16/2015,0.0095,<32,Negative,0.007,<32,Negative,,1,1,1
3061,BS55,55,5/15/2015,6/16/2015,0.097,<32,Negative,0.072,<32,Negative,,1,1,1
3062,BS56,56,5/12/2015,6/16/2015,0.0175,<32,Negative,0.012,<32,Negative,,1,1,1
3063,BS57,57,5/12/2015,6/16/2015,0.0415,<32,Negative,0.0145,<32,Negative,,1,1,1
3064,BS58,58,5/15/2015,6/16/2015,0.075,<32,Negative,0.1485,<32,Negative,,1,1,1
3065,BS61,61,5/17/2015,6/16/2015,0.03,<32,Negative,0.0755,<32,Negative,,1,1,1
3066,BS62,62,5/15/2015,6/16/2015,0.0305,<32,Negative,0.089,<32,Negative,,1,1,1
3067,BS64,64,5/13/2015,6/16/2015,0.096,<32,Negative,0.11,<32,Negative,,1,1,1
3068,BS65,65,5/13/2015,6/16/2015,0.039,<32,Negative,0.0625,<32,Negative,,1,1,1
3069,BS66,66,5/12/2015,6/16/2015,0.063,<32,Negative,0.123,<32,Negative,,1,1,1
3070,BS68,68,5/17/2015,6/16/2015,0.045,<32,Negative,0.0345,<32,Negative,,1,1,1
3071,BS69,69,5/15/2015,6/16/2015,0.059,<32,Negative,0.0365,<32,Negative,,1,1,1
3072,BS70,70,5/30/2015,6/17/2015,0.04,<32,Negative,0.063,<32,Negative,,1,1,1
3073,BS71,71,5/15/2015,6/16/2015,0.036,<32,Negative,0.0345,<32,Negative,,1,1,1
3074,BS74,74,5/12/2015,6/16/2015,0.0855,<32,Negative,0.0955,<32,Negative,,1,1,1
3075,BS76,76,5/15/2015,6/16/2015,0.0185,<32,Negative,0.0175,<32,Negative,,1,1,1
3076,BS77,77,5/15/2015,6/16/2015,0.05,<32,Negative,0.087,<32,Negative,,1,1,1
3077,BS78,78,5/15/2015,6/16/2015,0.035,<32,Negative,0.042,<32,Negative,,1,1,1
3078,BS79,79,5/13/2015,6/16/2015,0.0315,<32,Negative,0.051,<32,Negative,,1,1,1
3079,BS80,80,5/29/2015,6/17/2015,-0.006,<32,Negative,0.077,<32,Negative,,1,1,1
3080,BS84,84,5/29/2015,6/17/2015,0.0105,<32,Negative,0.095,<32,Negative,,1,1,1
3081,BS86,86,5/12/2015,6/16/2015,0.0495,<32,Negative,0.047,<32,Negative,,1,1,1
3082,BS88,88,5/30/2015,6/17/2015,-0.006,<32,Negative,0.067,<32,Negative,,1,1,1
3083,BS89,89,5/16/2015,6/16/2015,0.095,<32,Negative,0.076,<32,Negative,,1,1,1
3084,BS90,90,5/17/2015,6/16/2015,0.02,<32,Negative,0.0535,<32,Negative,,1,1,1
3085,BS91,91,5/15/2015,6/16/2015,0.095,<32,Negative,0.1025,<32,Negative,,1,1,1
3086,BS92,92,5/13/2015,6/16/2015,0.0425,<32,Negative,0.088,<32,Negative,,1,1,1
3087,BS93,93,5/30/2015,6/17/2015,0.085,<32,Negative,0.027,<32,Negative,,1,1,1
3088,BS94,94,5/15/2015,6/16/2015,0.044,<32,Negative,0.044,<32,Negative,,1,1,1
3089,BS95,95,5/13/2015,6/16/2015,0.093,<32,Negative,0.082,<32,Negative,,1,1,1
3090,BS96,96,5/13/2015,6/16/2015,0.049,<32,Negative,0.084,<32,Negative,,1,1,1
3091,BS97,97,5/17/2015,6/16/2015,0.1545,<32,Negative,0.117,<32,Negative,,1,1,1
3092,BS99,99,5/16/2015,6/16/2015,0.108,<32,Negative,0.1415,<32,Negative,,1,1,1
3093,BS100,100,5/16/2015,6/16/2015,0.1255,32,Suspect,0.15,<32,Negative,,1,1,1
3094,BS101,101,5/14/2015,6/16/2015,0.0305,<32,Negative,0.0585,<32,Negative,,1,1,1
3095,BS102,102,5/13/2015,6/16/2015,0.0565,<32,Negative,0.1235,<32,Negative,,1,1,1
3096,BS103,103,5/16/2015,6/16/2015,0.0285,<32,Negative,0.0185,<32,Negative,,1,1,1
3097,BS105,105,5/13/2015,6/16/2015,0.063,<32,Negative,0.063,<32,Negative,,1,1,1
3098,BS107,107,5/12/2015,6/16/2015,0.0725,<32,Negative,0.089,<32,Negative,,1,1,1
3099,BS108,108,5/15/2015,6/16/2015,0.031,<32,Negative,0.013,<32,Negative,,1,1,1
3100,BS109,109,5/14/2015,6/16/2015,0.054,<32,Negative,0.007,<32,Negative,,1,1,1
3101,BS110,110,5/12/2015,6/16/2015,0.138,<32,Negative,0.1265,<32,Negative,,1,1,1
3102,BS111,111,5/13/2015,6/16/2015,0.093,<32,Negative,0.187,32,Suspect,,1,1,1
3103,BS113,113,5/13/2015,6/16/2015,0.194,64,Positive,0.449,64,Suspect,,1,1,1
3104,BS114,114,5/13/2015,6/16/2015,0.153,64,Positive,0.164,<32,Negative,,1,1,1
3106,BS116,116,5/16/2015,6/16/2015,0.042,<32,Negative,0.0265,<32,Negative,,1,1,1
3107,BS117,117,5/14/2015,6/16/2015,0.0525,<32,Negative,0.006,<32,Negative,,1,1,1
3108,BS120,120,5/13/2015,6/16/2015,0.0505,<32,Negative,0.037,<32,Negative,,1,1,1
3109,BS124,124,5/29/2015,6/17/2015,0.0155,<32,Negative,0.029,<32,Negative,,1,1,1
3110,BS125,125,5/16/2015,6/16/2015,0.0235,<32,Negative,0.032,<32,Negative,,1,1,1
3111,BS126,126,5/14/2015,6/16/2015,0.0115,<32,Negative,0.0615,<32,Negative,,1,1,1
3112,BS127,127,5/29/2015,6/17/2015,-0.021,<32,Negative,0.059,<32,Negative,,1,1,1
3113,BS128,128,5/16/2015,6/16/2015,0.0105,<32,Negative,0.018,<32,Negative,,1,1,1
3114,BS129,129,5/17/2015,6/16/2015,0.0345,<32,Negative,0.079,<32,Negative,,1,1,1
3115,BS130,130,5/12/2015,6/16/2015,0.0625,<32,Negative,0.019,<32,Negative,,1,1,1
3116,BS131,131,5/15/2015,6/16/2015,0.015,<32,Negative,0.006,<32,Negative,,1,1,1
3117,BS132,132,5/15/2015,6/16/2015,0.037,<32,Negative,0.0395,<32,Negative,,1,1,1
3118,BS134,134,5/14/2015,6/16/2015,0.056,<32,Negative,0.0305,<32,Negative,,1,1,1
3119,BS135,135,5/15/2015,6/16/2015,0.0275,<32,Negative,0.0335,<32,Negative,,1,1,1
3120,BS136,136,5/14/2015,6/16/2015,0.0095,<32,Negative,0.052,<32,Negative,,1,1,1
3121,BS137,137,5/12/2015,6/16/2015,0.042,<32,Negative,0.0195,<32,Negative,,1,1,1
3122,BS138,138,5/29/2015,6/17/2015,0.102,<32,Negative,0.1775,<32,Negative,,1,1,1
3123,BS139,139,5/29/2015,6/17/2015,0.0275,<32,Negative,0.063,<32,Negative,,1,1,1
3124,BS140,140,5/12/2015,6/16/2015,0.0105,<32,Negative,0.027,<32,Negative,,1,1,1
3125,BS141,141,5/16/2015,6/16/2015,0.0045,<32,Negative,0.021,<32,Negative,,1,1,1
3126,BS142,142,5/29/2015,6/17/2015,0.013,<32,Negative,0.067,<32,Negative,,1,1,1
3127,BS145,145,5/12/2015,6/16/2015,0.0165,<32,Negative,0.0145,<32,Negative,,1,1,1
3128,BS146,146,5/14/2015,6/16/2015,0.009,<32,Negative,0.015,<32,Negative,,1,1,1
3129,BS147,147,5/17/2015,6/16/2015,0.028,<32,Negative,0.031,<32,Negative,,1,1,1
3130,BS148,148,5/29/2015,6/17/2015,-0.016,<32,Negative,0.027,<32,Negative,,1,1,1
3131,BS149,149,5/29/2015,6/17/2015,0.0075,<32,Negative,0.071,<32,Negative,,1,1,1
3132,BS151,151,5/30/2015,6/17/2015,0.01,<32,Negative,0.071,<32,Negative,,1,1,1
3133,BS153,153,5/14/2015,6/16/2015,0.0895,<32,Negative,0.0655,<32,Negative,,1,1,1
3134,BS154,154,5/16/2015,6/16/2015,0.0155,<32,Negative,0.026,<32,Negative,,1,1,1
3135,BS155,155,5/14/2015,6/16/2015,0.032,<32,Negative,0.0145,<32,Negative,,1,1,1
3136,BS156,156,5/12/2015,6/16/2015,0.077,<32,Negative,0.044,<32,Negative,,1,1,1
3137,BS157,157,5/14/2015,6/16/2015,0.0525,<32,Negative,0.0445,<32,Negative,,1,1,1
3138,BS158,158,5/14/2015,6/16/2015,0.016,<32,Negative,0.0135,<32,Negative,,1,1,1
3139,BS159,159,5/14/2015,6/16/2015,0.11,<32,Negative,0.049,<32,Negative,,1,1,1
3140,BS160,160,5/17/2015,6/16/2015,0.013,<32,Negative,0.019,<32,Negative,,1,1,1
3141,BS161,161,5/29/2015,6/17/2015,-0.0005,<32,Negative,0.049,<32,Negative,,1,1,1
3142,BS162,162,5/29/2015,6/17/2015,-0.0075,<32,Negative,0.039,<32,Negative,,1,1,1
3143,BS163,163,5/17/2015,6/16/2015,0.021,<32,Negative,0.0265,<32,Negative,,1,1,1
3144,BS164,164,5/16/2015,6/16/2015,0.0235,<32,Negative,0.0305,<32,Negative,,1,1,1
3145,BS165,165,5/16/2015,6/16/2015,0.049,<32,Negative,0.0815,<32,Negative,,1,1,1
3146,BS166,166,5/15/2015,6/16/2015,0.043,<32,Negative,0.0855,<32,Negative,,1,1,1
3147,BS167,167,5/16/2015,6/16/2015,0.005,<32,Negative,0.0165,<32,Negative,,1,1,1
3148,BS168,168,5/16/2015,6/16/2015,0.099,<32,Negative,0.134,<32,Negative,,1,1,1
3149,BS170,170,5/16/2015,6/16/2015,0.0075,<32,Negative,0.046,<32,Negative,,1,1,1
3150,BS171,171,5/14/2015,6/16/2015,0.072,<32,Negative,0.052,<32,Negative,,1,1,1
3151,BS172,172,5/29/2015,6/17/2015,-0.01,<32,Negative,0.0205,<32,Negative,,1,1,1
3152,BS173,173,5/13/2015,6/16/2015,0.078,<32,Negative,0.032,<32,Negative,,1,1,1
3153,BS176,176,5/15/2015,6/16/2015,0.026,<32,Negative,0.033,<32,Negative,,1,1,1
3154,BS177,177,5/15/2015,6/16/2015,0.062,<32,Negative,0.0755,<32,Negative,,1,1,1
3155,BS179,179,5/15/2015,6/16/2015,0.024,<32,Negative,0.0225,<32,Negative,,1,1,1
3156,BS183,183,5/17/2015,6/16/2015,0.027,<32,Negative,0.0335,<32,Negative,,1,1,1
3157,BS186,186,5/13/2015,6/16/2015,0.0655,<32,Negative,0.1085,<32,Negative,,1,1,1
3158,BS217,217,5/14/2015,6/16/2015,0.0295,<32,Negative,0.035,<32,Negative,,1,1,1
3159,BS220,220,5/13/2015,6/16/2015,0.0795,<32,Negative,0.03,<32,Negative,,1,1,1
3160,BS223,223,5/17/2015,6/16/2015,0.111,<32,Negative,0.2055,32,Suspect,,1,1,1
3161,BS230,230,5/13/2015,6/16/2015,0.019,<32,Negative,0.016,<32,Negative,,1,1,1
3162,BS239,239,5/13/2015,6/16/2015,0.012,<32,Negative,0.0155,<32,Negative,,1,1,1
3163,BS242,242,5/15/2015,6/16/2015,0.1035,<32,Negative,0.1125,<32,Negative,,1,1,1
3164,BS245,245,5/14/2015,6/16/2015,0.059,<32,Negative,0.03,<32,Negative,,1,1,1
3165,BS246,246,5/17/2015,6/16/2015,0.0535,<32,Negative,0.066,<32,Negative,,1,1,1
3166,BS248,248,6/2/2015,6/17/2015,0.038,<32,Negative,0.064,<32,Negative,,1,1,1
3167,BS257,257,5/12/2015,6/16/2015,0.0715,<32,Negative,0.0635,<32,Negative,,1,1,1
3169,BS265,265,5/17/2015,6/16/2015,0.0625,<32,Negative,0.076,<32,Negative,,1,1,1
3171,BS275,275,5/15/2015,6/16/2015,0.0455,<32,Negative,0.058,<32,Negative,,1,1,1
3176,BS289,289,5/12/2015,6/16/2015,0.029,<32,Negative,0.047,<32,Negative,,1,1,1
3177,BS290,290,5/15/2015,6/16/2015,0.097,<32,Negative,0.161,<32,Negative,,1,1,1
3178,BS291,291,5/17/2015,6/16/2015,0.062,<32,Negative,0.0625,<32,Negative,,1,1,1
3179,BS293,293,5/12/2015,6/16/2015,0.056,<32,Negative,0.1685,<32,Negative,,1,1,1
3180,BS294,294,5/17/2015,6/16/2015,0.1475,32,Suspect,0.177,<32,Negative,,1,1,1
3181,BS310,310,5/12/2015,6/16/2015,0.039,<32,Negative,0.0345,<32,Negative,,1,1,1
3182,BS314,314,5/16/2015,6/16/2015,0.0115,<32,Negative,0.0235,<32,Negative,,1,1,1
3183,BS316,316,5/30/2015,6/17/2015,0.024,<32,Negative,0.049,<32,Negative,,1,1,1
3184,BS317,317,5/15/2015,6/16/2015,0.078,<32,Negative,0.0535,<32,Negative,,1,1,1
3185,BS320,320,5/17/2015,6/16/2015,0.0595,<32,Negative,0.0665,<32,Negative,,1,1,1
3186,BS321,321,5/13/2015,6/16/2015,0.0065,<32,Negative,0.0085,<32,Negative,,1,1,1
3187,BS323,323,5/14/2015,6/16/2015,0.007,<32,Negative,0.024,<32,Negative,,1,1,1
3188,BS324,324,5/14/2015,6/16/2015,0.019,<32,Negative,0.0145,<32,Negative,,1,1,1
3189,BS327,327,5/16/2015,6/16/2015,-0.001,<32,Negative,0.018,<32,Negative,,1,1,1
3190,BS328,328,5/13/2015,6/16/2015,0.024,<32,Negative,0.0095,<32,Negative,,1,1,1
3191,BS335,335,5/30/2015,6/17/2015,-0.0085,<32,Negative,0.039,<32,Negative,,1,1,1
3192,BS339,339,5/12/2015,6/16/2015,0.0215,<32,Negative,0.05,<32,Negative,,1,1,1
3194,BS342,342,5/13/2015,6/16/2015,0.0295,<32,Negative,0.0245,<32,Negative,,1,1,1
3195,BS345,345,5/14/2015,6/16/2015,0.02,<32,Negative,0.016,<32,Negative,,1,1,1
3196,BS354,354,5/29/2015,6/17/2015,0.0085,<32,Negative,0.1775,<32,Negative,,1,1,1
3197,BS500,500,5/28/2015,6/17/2015,0.006,<32,Negative,0.0725,<32,Negative,,1,1,1
3198,BS503,503,5/28/2015,6/17/2015,-0.006,<32,Negative,0.0345,<32,Negative,,1,1,1
3199,BS504,504,5/27/2015,6/17/2015,0.0035,<32,Negative,0.0085,<32,Negative,,1,1,1
3200,BS506,506,6/2/2015,6/17/2015,0.0165,<32,Negative,0.0705,<32,Negative,,1,1,1
3201,BS508,508,6/1/2015,6/17/2015,0.0095,<32,Negative,0.056,<32,Negative,,1,1,1
3202,BS509,509,5/27/2015,6/17/2015,0.0355,<32,Negative,0.023,<32,Negative,,1,1,1
3203,BS510,510,5/28/2015,6/17/2015,0.029,<32,Negative,0.0545,<32,Negative,,1,1,1
3204,BS511,511,5/27/2015,6/17/2015,0.0685,<32,Negative,0.0775,<32,Negative,,1,1,1
3205,BS512,512,5/28/2015,6/17/2015,0.017,<32,Negative,0.05,<32,Negative,,1,1,1
3206,BS513,513,5/28/2015,6/17/2015,0.0725,<32,Negative,0.12,<32,Negative,,1,1,1
3207,BS515,515,5/28/2015,6/17/2015,0.037,<32,Negative,0.039,<32,Negative,,1,1,1
3208,BS517,517,5/28/2015,6/17/2015,-0.0135,<32,Negative,0.0485,<32,Negative,,1,1,1
3209,BS519,519,5/28/2015,6/17/2015,0.002,<32,Negative,0.076,<32,Negative,,1,1,1
3210,BS521,521,5/27/2015,6/17/2015,0.0315,<32,Negative,0.0225,<32,Negative,,1,1,1
3211,BS522,522,5/28/2015,6/17/2015,0.017,<32,Negative,0.0425,<32,Negative,,1,1,1
3212,BS523,523,5/28/2015,6/17/2015,-0.0015,<32,Negative,0.0555,<32,Negative,,1,1,1
3213,BS524,524,5/27/2015,6/17/2015,0.0535,<32,Negative,0.057,<32,Negative,,1,1,1
3214,BS529,529,6/1/2015,6/17/2015,0.018,<32,Negative,0.064,<32,Negative,,1,1,1
3215,BS530,530,5/27/2015,6/17/2015,0.0155,<32,Negative,0.031,<32,Negative,,1,1,1
3216,BS531,531,5/27/2015,6/17/2015,0.054,<32,Negative,0.044,<32,Negative,,1,1,1
3217,BS533,533,5/28/2015,6/17/2015,-0.0075,<32,Negative,0.068,<32,Negative,,1,1,1
3218,BS535,535,5/27/2015,6/17/2015,0.03,<32,Negative,0.039,<32,Negative,,1,1,1
3219,BS537,537,5/28/2015,6/17/2015,-0.0005,<32,Negative,0.0635,<32,Negative,,1,1,1
3220,BS539,539,5/19/2015,6/16/2015,0.0215,<32,Negative,0.0125,<32,Negative,,1,1,1
3221,BS541,541,5/19/2015,6/16/2015,0.008,<32,Negative,0.0015,<32,Negative,,1,1,1
3222,BS542,542,5/18/2015,6/16/2015,0.039,<32,Negative,0.0525,<32,Negative,,1,1,1
3223,BS543,543,5/20/2015,6/16/2015,0.0285,<32,Negative,0.022,<32,Negative,,1,1,1
3224,BS545,545,5/18/2015,6/16/2015,0.0215,<32,Negative,0.042,<32,Negative,,1,1,1
3225,BS549,549,5/16/2015,6/16/2015,0.007,<32,Negative,0.015,<32,Negative,,1,1,1
3226,BS550,550,5/21/2015,6/17/2015,0.0885,<32,Negative,0.136,<32,Negative,,1,1,1
3227,BS551,551,5/21/2015,6/17/2015,0.0975,<32,Negative,0.0665,<32,Negative,,1,1,1
3228,BS552,552,5/23/2015,6/17/2015,0.343,128,Positive,0.073,<32,Negative,,1,1,1
3229,BS553,553,5/20/2015,6/16/2015,0.0285,<32,Negative,0.0275,<32,Negative,,1,1,1
3230,BS554,554,5/17/2015,6/16/2015,0.061,<32,Negative,0.073,<32,Negative,,1,1,1
3231,BS555,555,5/25/2015,6/17/2015,0.0065,<32,Negative,0.0245,<32,Negative,,1,1,1
3232,BS556,556,5/18/2015,6/16/2015,0.0275,<32,Negative,0.0185,<32,Negative,,1,1,1
3233,BS558,558,5/19/2015,6/16/2015,0.0465,<32,Negative,0.0325,<32,Negative,,1,1,1
3234,BS559,559,5/21/2015,6/17/2015,0.065,<32,Negative,0.0615,<32,Negative,,1,1,1
3235,BS560,560,5/18/2015,6/16/2015,0.049,<32,Negative,0.008,<32,Negative,,1,1,1
3236,BS561,561,5/25/2015,6/17/2015,0.09,<32,Negative,0.057,<32,Negative,,1,1,1
3237,BS562,562,5/20/2015,6/16/2015,0.0395,<32,Negative,0.0475,<32,Negative,,1,1,1
3238,BS564,564,5/21/2015,6/17/2015,0.1355,32,Suspect,0.138,<32,Negative,,1,1,1
3239,BS565,565,5/18/2015,6/16/2015,0.0415,<32,Negative,0.0345,<32,Negative,,1,1,1
3240,BS566,566,5/18/2015,6/16/2015,0.036,<32,Negative,0.028,<32,Negative,,1,1,1
3241,BS567,567,5/31/2015,6/17/2015,0.0095,<32,Negative,0.0205,<32,Negative,,1,1,1
3242,BS568,568,5/23/2015,6/17/2015,0.046,<32,Negative,0.065,<32,Negative,,1,1,1
3243,BS569,569,5/25/2015,6/17/2015,0.0205,<32,Negative,0.0205,<32,Negative,,1,1,1
3244,BS570,570,5/19/2015,6/16/2015,0.014,<32,Negative,0.016,<32,Negative,,1,1,1
3245,BS571,571,5/21/2015,6/17/2015,0.014,<32,Negative,0.0245,<32,Negative,,1,1,1
3246,BS572,572,5/18/2015,6/16/2015,0.053,<32,Negative,0.059,<32,Negative,,1,1,1
3247,BS573,573,5/18/2015,6/16/2015,0.15,<32,Negative,0.096,<32,Negative,,1,1,1
3248,BS575,575,5/18/2015,6/16/2015,0.003,<32,Negative,0.003,<32,Negative,,1,1,1
3249,BS576,576,5/19/2015,6/16/2015,0.016,<32,Negative,0.0145,<32,Negative,,1,1,1
3250,BS577,577,5/20/2015,6/16/2015,0.0105,<32,Negative,0.025,<32,Negative,,1,1,1
3251,BS578,578,5/20/2015,6/16/2015,0.0755,<32,Negative,0.08,<32,Negative,,1,1,1
3252,BS579,579,5/18/2015,6/16/2015,0.0475,<32,Negative,0.023,<32,Negative,,1,1,1
3253,BS580,580,5/21/2015,6/17/2015,0.008,<32,Negative,0.0435,<32,Negative,,1,1,1
3254,BS582,582,5/18/2015,6/16/2015,0.031,<32,Negative,0.0205,<32,Negative,,1,1,1
3255,BS583,583,5/18/2015,6/16/2015,0.064,<32,Negative,0.0485,<32,Negative,,1,1,1
3256,BS586,586,5/19/2015,6/16/2015,0.061,<32,Negative,0.0215,<32,Negative,,1,1,1
3257,BS588,588,5/18/2015,6/16/2015,0.0655,<32,Negative,0.006,<32,Negative,,1,1,1
3258,BS589,589,5/20/2015,6/16/2015,0.0685,<32,Negative,0.0415,<32,Negative,,1,1,1
3259,BS590,590,5/19/2015,6/16/2015,0.056,<32,Negative,0.0275,<32,Negative,,1,1,1
3260,BS592,592,5/20/2015,6/17/2015,-0.0015,<32,Negative,0.011,<32,Negative,,1,1,1
3261,BS593,593,5/19/2015,6/16/2015,0.057,<32,Negative,0.0255,<32,Negative,,1,1,1
3262,BS594,594,5/20/2015,6/17/2015,0.009,<32,Negative,0.0215,<32,Negative,,1,1,1
3263,BS595,595,5/20/2015,6/17/2015,0.052,<32,Negative,0.0565,<32,Negative,,1,1,1
3264,BS596,596,5/20/2015,6/17/2015,0.027,<32,Negative,0.0765,<32,Negative,,1,1,1
3265,BS597,597,5/25/2015,6/17/2015,0.0285,<32,Negative,0.032,<32,Negative,,1,1,1
3266,BS598,598,5/21/2015,6/17/2015,0.022,<32,Negative,0.0145,<32,Negative,,1,1,1
3267,BS599,599,5/21/2015,6/17/2015,0.0005,<32,Negative,0.0055,<32,Negative,,1,1,1
3268,BS600,600,5/19/2015,6/16/2015,0.054,<32,Negative,0.0125,<32,Negative,,1,1,1
3269,BS602,602,5/25/2015,6/17/2015,0.027,<32,Negative,0.0195,<32,Negative,,1,1,1
3270,BS604,604,5/25/2015,6/17/2015,0.022,<32,Negative,0.045,<32,Negative,,1,1,1
3271,BS605,605,5/25/2015,6/17/2015,0.0855,<32,Negative,0.0425,<32,Negative,,1,1,1
3272,BS606,606,5/19/2015,6/16/2015,0.0445,<32,Negative,0.043,<32,Negative,,1,1,1
3273,BS607,607,5/18/2015,6/16/2015,0.0555,<32,Negative,0.029,<32,Negative,,1,1,1
3274,BS608,608,5/20/2015,6/17/2015,0.018,<32,Negative,0.0275,<32,Negative,,1,1,1
3275,BS609,609,5/20/2015,6/17/2015,0.0045,<32,Negative,0.0285,<32,Negative,,1,1,1
3276,BS610,610,5/25/2015,6/17/2015,-0.0005,<32,Negative,0.0115,<32,Negative,,1,1,1
