Record_ID,Tortoise_ID,Tortoise_No,Sample_Date,ELISA_Date,Mag_A405,Mag_Titer,Mag_Result,Mtest_A405,Mtest_Titer,Mtest_Result,Comments,Mag_UseResult,Mtest_UseResult,DataProofed
3277,BS611,611,5/18/2015,6/16/2015,0.077,<32,Negative,0.079,<32,Negative,,1,1,1
3278,BS612,612,5/19/2015,6/16/2015,0.029,<32,Negative,0.0185,<32,Negative,,1,1,1
3279,BS613,613,5/16/2015,6/16/2015,0.1385,<32,Negative,0.1115,<32,Negative,,1,1,1
3280,BS614,614,5/21/2015,6/17/2015,0.0595,<32,Negative,0.06,<32,Negative,,1,1,1
3281,BS615,615,5/16/2015,6/16/2015,0.1065,<32,Negative,0.11,<32,Negative,,1,1,1
3282,BS616,616,5/31/2015,6/17/2015,0.045,<32,Negative,0.0855,<32,Negative,,1,1,1
3283,BS617,617,5/18/2015,6/16/2015,0.0095,<32,Negative,0.003,<32,Negative,,1,1,1
3284,BS618,618,5/23/2015,6/17/2015,0.0285,<32,Negative,0.0185,<32,Negative,,1,1,1
3285,BS619,619,5/21/2015,6/17/2015,0.052,<32,Negative,0.0575,<32,Negative,,1,1,1
3286,BS620,620,5/16/2015,6/16/2015,0.037,<32,Negative,0.0505,<32,Negative,,1,1,1
3287,BS621,621,5/19/2015,6/16/2015,0.03,<32,Negative,0.028,<32,Negative,,1,1,1
3288,BS623,623,5/21/2015,6/17/2015,0.144,32,Suspect,0.075,<32,Negative,,1,1,1
3289,BS624,624,5/18/2015,6/16/2015,0.0405,<32,Negative,0.0215,<32,Negative,,1,1,1
3290,BS625,625,5/25/2015,6/17/2015,0.0245,<32,Negative,0.053,<32,Negative,,1,1,1
3291,BS628,628,5/19/2015,6/16/2015,0.0515,<32,Negative,0.0295,<32,Negative,,1,1,1
3292,BS629,629,5/19/2015,6/16/2015,0.024,<32,Negative,0.0195,<32,Negative,,1,1,1
3293,BS630,630,5/25/2015,6/17/2015,0.024,<32,Negative,0.054,<32,Negative,,1,1,1
3294,BS631,631,5/25/2015,6/17/2015,0.017,<32,Negative,0.025,<32,Negative,,1,1,1
3295,BS633,633,5/25/2015,6/17/2015,0.0125,<32,Negative,0.074,<32,Negative,,1,1,1
3296,BS634,634,5/25/2015,6/17/2015,0.008,<32,Negative,0.0065,<32,Negative,,1,1,1
3297,BS635,635,5/19/2015,6/16/2015,0.089,<32,Negative,0.03,<32,Negative,,1,1,1
3298,BS638,638,5/20/2015,6/17/2015,0.008,<32,Negative,0.0155,<32,Negative,,1,1,1
3299,BS639,639,5/19/2015,6/16/2015,0.048,<32,Negative,0.027,<32,Negative,,1,1,1
3300,BS640,640,5/25/2015,6/17/2015,0.017,<32,Negative,0.0405,<32,Negative,,1,1,1
3301,BS641,641,5/25/2015,6/17/2015,0.043,<32,Negative,0.0405,<32,Negative,,1,1,1
3302,BS642,642,5/21/2015,6/17/2015,0.042,<32,Negative,0.061,<32,Negative,,1,1,1
3303,BS643,643,5/21/2015,6/17/2015,0.0185,<32,Negative,0.0085,<32,Negative,,1,1,1
3304,BS644,644,5/20/2015,6/17/2015,0.023,<32,Negative,0.0815,<32,Negative,,1,1,1
3305,BS645,645,5/18/2015,6/16/2015,0.0335,<32,Negative,0.025,<32,Negative,,1,1,1
3306,BS646,646,5/17/2015,6/16/2015,0.0475,<32,Negative,0.0635,<32,Negative,,1,1,1
3307,BS647,647,5/21/2015,6/17/2015,0.033,<32,Negative,0.037,<32,Negative,,1,1,1
3308,BS648,648,5/25/2015,6/17/2015,0.0035,<32,Negative,0.0135,<32,Negative,,1,1,1
3309,BS649,649,5/21/2015,6/17/2015,0.031,<32,Negative,0.021,<32,Negative,,1,1,1
3310,BS650,650,5/18/2015,6/16/2015,0.0255,<32,Negative,0.0245,<32,Negative,,1,1,1
3311,BS651,651,5/31/2015,6/17/2015,-0.006,<32,Negative,0.012,<32,Negative,,1,1,1
3312,BS653,653,5/18/2015,6/16/2015,0.0425,<32,Negative,0.0215,<32,Negative,,1,1,1
3313,BS654,654,5/20/2015,6/17/2015,0.073,<32,Negative,0.072,<32,Negative,,1,1,1
3314,BS01,1,9/13/2015,9/28/2015,0.112,32,Suspect,0.105,<32,Negative,,0,1,1
3315,BS02,2,9/15/2015,9/28/2015,0.131,32,Suspect,0.132,<32,Negative,,0,1,1
3316,BS04,4,9/12/2015,9/28/2015,0.0625,<32,Negative,0.066,<32,Negative,,0,1,1
3317,BS05,5,9/17/2015,9/28/2015,1.204,256,Positive,1.2615,256,Positive,,0,1,1
3318,BS06,6,9/14/2015,9/28/2015,0.1275,32,Suspect,0.1245,<32,Negative,,0,1,1
3319,BS07,7,10/2/2015,11/3/2015,0.2605,32,Suspect,0.0585,<32,Negative,M.test on 16-Nov-15,0,1,1
3320,BS08,8,9/15/2015,9/28/2015,0.1215,32,Suspect,0.1485,<32,Negative,,0,1,1
3321,BS09,9,9/15/2015,9/28/2015,0.1095,32,Suspect,0.134,<32,Negative,,0,1,1
3322,BS10,10,9/28/2015,11/3/2015,0.1215,<32,Negative,0.137,<32,Negative,M.test on 16-Nov-15,0,1,1
3323,BS11,11,9/14/2015,9/28/2015,0.086,<32,Negative,0.0855,<32,Negative,,0,1,1
3324,BS12,12,9/14/2015,9/28/2015,0.167,32,Suspect,0.1375,<32,Negative,,0,1,1
3325,BS13,13,9/12/2015,9/28/2015,0.0785,<32,Negative,0.087,<32,Negative,,0,1,1
3326,BS14,14,9/14/2015,9/28/2015,0.1945,32,Suspect,0.174,<32,Negative,,0,1,1
3327,BS16,16,9/12/2015,9/28/2015,0.1605,32,Suspect,0.1935,<32,Negative,,0,1,1
3328,BS17,17,9/13/2015,9/28/2015,0.117,32,Suspect,0.116,<32,Negative,,0,1,1
3330,BS19,19,9/13/2015,9/28/2015,0.16,32,Suspect,0.1595,<32,Negative,,0,1,1
3331,BS21,21,9/13/2015,9/28/2015,0.124,32,Suspect,0.133,<32,Negative,,0,1,1
3332,BS22,22,9/17/2015,9/28/2015,0.039,<32,Negative,0.05,<32,Negative,,0,1,1
3333,BS23,23,9/21/2015,11/3/2015,0.2395,32,Suspect,0.0595,<32,Negative,M.test on 13-Nov-15,0,1,1
3334,BS25,25,9/14/2015,9/28/2015,0.126,32,Suspect,0.115,<32,Negative,,0,1,1
3335,BS27,27,9/12/2015,9/28/2015,0.0965,<32,Negative,0.102,<32,Negative,,0,1,1
3336,BS28,28,9/13/2015,9/28/2015,0.098,<32,Negative,0.0985,<32,Negative,,0,1,1
3337,BS29,29,9/12/2015,9/28/2015,0.037,<32,Negative,0.0355,<32,Negative,,0,1,1
3338,BS30,30,9/15/2015,9/28/2015,0.019,<32,Negative,0.0235,<32,Negative,,0,1,1
3339,BS31,31,9/13/2015,9/28/2015,0.185,32,Suspect,0.1395,<32,Negative,,0,1,1
3340,BS32,32,9/13/2015,9/28/2015,0.1445,32,Suspect,0.1295,<32,Negative,,0,1,1
3341,BS33,33,9/12/2015,9/28/2015,0.125,32,Suspect,0.1425,<32,Negative,,0,1,1
3342,BS37,37,9/14/2015,9/28/2015,0.155,32,Suspect,0.119,<32,Negative,,0,1,1
3345,BS41,41,9/13/2015,9/28/2015,0.1175,32,Suspect,0.115,<32,Negative,,0,1,1
3348,BS45,45,9/15/2015,9/28/2015,0.022,<32,Negative,0.025,<32,Negative,,0,1,1
3349,BS46,46,9/18/2015,11/3/2015,0.097,<32,Negative,0.0355,<32,Negative,M.test on 13-Nov-15,0,1,1
3350,BS47,47,9/13/2015,9/28/2015,0.0835,<32,Negative,0.076,<32,Negative,,0,1,1
3352,BS49,49,9/25/2015,11/3/2015,0.113,<32,Negative,0.1475,<32,Negative,M.test on 16-Nov-15,0,1,1
3353,BS50,50,9/12/2015,9/28/2015,0.069,<32,Negative,0.074,<32,Negative,,0,1,1
3354,BS52,52,9/13/2015,9/28/2015,0.0425,<32,Negative,0.039,<32,Negative,,0,1,1
3356,BS55,55,9/14/2015,9/28/2015,0.194,32,Suspect,0.188,<32,Negative,,0,1,1
3357,BS56,56,9/20/2015,11/3/2015,0.124,<32,Negative,0.022,<32,Negative,M.test on 13-Nov-15,0,1,1
3358,BS58,58,9/14/2015,9/28/2015,0.3075,64,Positive,0.265,32,Suspect,,0,1,1
3359,BS61,61,9/17/2015,9/28/2015,0.0555,<32,Negative,0.073,<32,Negative,,0,1,1
3360,BS62,62,9/17/2015,9/28/2015,0.1295,32,Suspect,0.1585,<32,Negative,,0,1,1
3361,BS64,64,9/17/2015,9/28/2015,0.0525,<32,Negative,0.064,<32,Negative,,0,1,1
3362,BS65,65,9/13/2015,9/28/2015,0.13,32,Suspect,0.1275,<32,Negative,,0,1,1
3363,BS66,66,9/12/2015,9/28/2015,0.211,32,Suspect,0.1905,<32,Negative,,0,1,1
3365,BS68,68,9/13/2015,9/28/2015,0.0755,<32,Negative,0.0775,<32,Negative,,0,1,1
3366,BS69,69,9/16/2015,9/28/2015,0.083,32,Suspect,0.1265,<32,Negative,,0,1,1
3367,BS70,70,9/16/2015,9/28/2015,0.165,64,Positive,0.1545,<32,Negative,,0,1,1
3368,BS71,71,9/17/2015,9/28/2015,0.035,<32,Negative,0.0455,<32,Negative,,0,1,1
3370,BS74,74,9/13/2015,9/28/2015,0.112,32,Suspect,0.113,<32,Negative,,0,1,1
3371,BS76,76,9/12/2015,9/28/2015,0.139,32,Suspect,0.1505,<32,Negative,,0,1,1
3372,BS77,77,9/13/2015,9/28/2015,0.122,32,Suspect,0.1125,<32,Negative,,0,1,1
3373,BS78,78,9/15/2015,9/28/2015,0.041,<32,Negative,0.044,<32,Negative,,0,1,1
3374,BS79,79,9/17/2015,9/28/2015,0.027,<32,Negative,0.0295,<32,Negative,,0,1,1
3375,BS80,80,9/13/2015,9/28/2015,0.211,32,Suspect,0.169,<32,Negative,,0,1,1
3376,BS84,84,9/12/2015,9/28/2015,0.186,32,Suspect,0.1345,<32,Negative,,0,1,1
3377,BS86,86,9/20/2015,11/3/2015,0.1425,<32,Negative,0.037,<32,Negative,M.test on 13-Nov-15,0,1,1
3379,BS88,88,9/17/2015,9/28/2015,0.0435,<32,Negative,0.06,<32,Negative,,0,1,1
3380,BS89,89,9/14/2015,9/28/2015,0.114,<32,Negative,0.1125,<32,Negative,,0,1,1
3381,BS90,90,9/15/2015,9/28/2015,0.064,<32,Negative,0.074,<32,Negative,,0,1,1
3382,BS91,91,9/25/2015,11/3/2015,0.1785,32,Suspect,0.172,<32,Negative,M.test on 16-Nov-15,0,1,1
3383,BS92,92,9/17/2015,9/28/2015,0.042,<32,Negative,0.054,<32,Negative,,0,1,1
3384,BS93,93,9/24/2015,11/3/2015,0.287,32,Suspect,0.3225,<32,Negative,M.test on 16-Nov-15,0,1,1
3385,BS94,94,9/14/2015,9/28/2015,0.1135,<32,Negative,0.1065,<32,Negative,,0,1,1
3386,BS95,95,9/16/2015,9/28/2015,0.056,<32,Negative,0.06,<32,Negative,,0,1,1
3387,BS96,96,9/15/2015,9/28/2015,0.034,<32,Negative,0.036,<32,Negative,,0,1,1
3388,BS97,97,9/14/2015,9/28/2015,0.1945,32,Suspect,0.159,<32,Negative,,0,1,1
3389,BS99,99,9/16/2015,9/28/2015,0.067,<32,Negative,0.0655,<32,Negative,,0,1,1
3390,BS100,100,9/12/2015,9/28/2015,0.267,64,Positive,0.3035,64,Suspect,,0,1,1
3391,BS101,101,9/15/2015,9/28/2015,0.058,<32,Negative,0.056,<32,Negative,,0,1,1
3392,BS102,102,9/16/2015,9/28/2015,0.034,<32,Negative,0.0335,<32,Negative,,0,1,1
3393,BS105,105,9/13/2015,9/28/2015,0.0725,<32,Negative,0.073,<32,Negative,,0,1,1
3395,BS107,107,9/12/2015,9/28/2015,0.042,<32,Negative,0.0465,<32,Negative,,0,1,1
3396,BS108,108,9/15/2015,9/28/2015,0.0325,<32,Negative,0.0385,<32,Negative,,0,1,1
3397,BS109,109,9/14/2015,9/28/2015,0.0135,<32,Negative,0.0095,<32,Negative,,0,1,1
3398,BS110,110,9/18/2015,11/3/2015,0.157,32,Suspect,0.057,<32,Negative,M.test on 13-Nov-15,0,1,1
3399,BS111,111,9/16/2015,9/28/2015,0.068,<32,Negative,0.0705,<32,Negative,,0,1,1
3401,BS113,113,9/15/2015,9/28/2015,0.217,64,Positive,0.26,<32,Negative,,0,1,1
3402,BS114,114,9/20/2015,11/3/2015,0.3415,64,Positive,0.07,<32,Negative,M.test on 13-Nov-15,0,1,1
3404,BS117,117,9/12/2015,9/28/2015,0.037,<32,Negative,0.0655,<32,Negative,,0,1,1
3405,BS120,120,9/12/2015,9/28/2015,0.102,<32,Negative,0.103,<32,Negative,,0,1,1
3407,BS124,124,9/16/2015,9/28/2015,0.0475,<32,Negative,0.0385,<32,Negative,,0,1,1
3408,BS125,125,9/16/2015,9/28/2015,0.061,<32,Negative,0.0685,<32,Negative,,0,1,1
3409,BS126,126,9/14/2015,9/28/2015,0.1205,32,Suspect,0.1175,<32,Negative,,0,1,1
3410,BS127,127,9/25/2015,11/3/2015,0.1955,32,Suspect,0.238,<32,Negative,M.test on 16-Nov-15,0,1,1
3411,BS128,128,9/16/2015,9/28/2015,0.0125,<32,Negative,0.0145,<32,Negative,,0,1,1
3412,BS129,129,9/24/2015,11/3/2015,0.235,32,Suspect,0.2015,<32,Negative,M.test on 16-Nov-15,0,1,1
3413,BS130,130,9/18/2015,11/3/2015,0.0715,<32,Negative,0.0405,<32,Negative,M.test on 13-Nov-15,0,1,1
3414,BS131,131,9/15/2015,9/28/2015,0.0285,<32,Negative,0.0255,<32,Negative,,0,1,1
3415,BS132,132,10/15/2015,11/3/2015,0.1415,<32,Negative,0.035,<32,Negative,M.test on 16-Nov-15,0,1,1
3416,BS134,134,9/21/2015,11/3/2015,0.0785,<32,Negative,0.024,<32,Negative,M.test on 13-Nov-15,0,1,1
3417,BS135,135,9/18/2015,11/3/2015,0.148,<32,Negative,0.045,<32,Negative,M.test on 13-Nov-15,0,1,1
3418,BS136,136,9/21/2015,11/3/2015,,,,,,,"Sample tube empty upon arrival to UFL, no tests run",0,0,1
3419,BS137,137,9/25/2015,11/3/2015,0.101,<32,Negative,0.103,<32,Negative,M.test on 16-Nov-15,0,1,1
3420,BS138,138,9/13/2015,9/28/2015,0.125,32,Suspect,0.122,<32,Negative,,0,1,1
3421,BS139,139,9/16/2015,9/28/2015,0.0865,32,Suspect,0.094,<32,Negative,,0,1,1
3422,BS140,140,9/12/2015,9/28/2015,0.094,<32,Negative,0.086,<32,Negative,,0,1,1
3423,BS141,141,9/18/2015,11/3/2015,0.0565,<32,Negative,0.0245,<32,Negative,M.test on 13-Nov-15,0,1,1
3424,BS142,142,9/13/2015,9/28/2015,0.084,<32,Negative,0.079,<32,Negative,,0,1,1
3425,BS145,145,9/12/2015,9/28/2015,0.1135,32,Suspect,0.104,<32,Negative,,0,1,1
3426,BS146,146,9/27/2015,11/3/2015,0.1275,<32,Negative,0.0955,<32,Negative,M.test on 16-Nov-15,0,1,1
3427,BS147,147,9/15/2015,9/28/2015,0.0255,<32,Negative,0.024,<32,Negative,,0,1,1
3428,BS148,148,9/13/2015,9/28/2015,0.066,<32,Negative,0.0635,<32,Negative,,0,1,1
3429,BS149,149,9/17/2015,9/28/2015,0.148,32,Suspect,0.16,<32,Negative,,0,1,1
3430,BS151,151,9/13/2015,9/28/2015,0.1395,32,Suspect,0.1315,<32,Negative,,0,1,1
3431,BS153,153,9/27/2015,11/3/2015,0.147,<32,Negative,0.2135,<32,Negative,M.test on 16-Nov-15,0,1,1
3432,BS154,154,9/25/2015,11/3/2015,0.233,32,Suspect,0.177,<32,Negative,M.test on 16-Nov-15,0,1,1
3433,BS155,155,9/27/2015,11/3/2015,0.228,32,Suspect,0.13,<32,Negative,M.test on 16-Nov-15,0,1,1
3434,BS156,156,9/25/2015,11/3/2015,0.2265,32,Suspect,0.2085,<32,Negative,M.test on 16-Nov-15,0,1,1
3435,BS157,157,9/17/2015,9/28/2015,0.131,32,Suspect,0.1335,<32,Negative,,0,1,1
3436,BS158,158,9/13/2015,9/28/2015,0.068,<32,Negative,0.062,<32,Negative,,0,1,1
3437,BS159,159,9/21/2015,11/3/2015,0.2595,32,Suspect,0.0415,<32,Negative,M.test on 13-Nov-15,0,1,1
3438,BS160,160,9/27/2015,11/3/2015,0.085,<32,Negative,0.2415,<32,Negative,M.test on 16-Nov-15,0,1,1
3439,BS161,161,9/14/2015,9/28/2015,0.1375,32,Suspect,0.1075,<32,Negative,,0,1,1
3440,BS162,162,9/14/2015,9/28/2015,0.1555,32,Suspect,0.1425,<32,Negative,,0,1,1
3441,BS163,163,9/27/2015,11/3/2015,0.0645,<32,Negative,0.28,32,Suspect,M.test on 16-Nov-15,0,1,1
3442,BS164,164,9/16/2015,9/28/2015,0.0285,<32,Negative,0.031,<32,Negative,,0,1,1
3443,BS165,165,9/14/2015,9/28/2015,0.1715,32,Suspect,0.1845,<32,Negative,,0,1,1
3444,BS166,166,9/16/2015,9/28/2015,0.05,<32,Negative,0.0525,<32,Negative,,0,1,1
3445,BS170,170,9/16/2015,9/28/2015,0.0915,32,Suspect,0.0765,<32,Negative,,0,1,1
3446,BS171,171,9/14/2015,9/28/2015,0.2675,64,Positive,0.149,<32,Negative,,0,1,1
3447,BS172,172,9/15/2015,9/28/2015,0.0195,<32,Negative,0.026,<32,Negative,,0,1,1
3448,BS173,173,9/16/2015,9/28/2015,0.0255,<32,Negative,0.0265,<32,Negative,,0,1,1
3450,BS176,176,9/12/2015,9/28/2015,0.0825,<32,Negative,0.066,<32,Negative,,0,1,1
3451,BS177,177,9/13/2015,9/28/2015,0.0775,<32,Negative,0.086,<32,Negative,,0,1,1
3453,BS179,179,9/14/2015,9/28/2015,0.052,<32,Negative,0.049,<32,Negative,,0,1,1
3456,BS183,183,9/16/2015,9/28/2015,0.042,<32,Negative,0.0465,<32,Negative,,0,1,1
3458,BS186,186,9/12/2015,9/28/2015,0.1865,32,Suspect,0.171,<32,Negative,,0,1,1
3480,BS217,217,9/16/2015,9/28/2015,0.0395,<32,Negative,0.073,<32,Negative,,0,1,1
3482,BS220,220,9/17/2015,11/3/2015,0.169,32,Suspect,0.08,<32,Negative,M.test on 13-Nov-15,0,1,1
3484,BS223,223,9/16/2015,9/28/2015,0.162,32,Suspect,0.2225,<32,Negative,,0,1,1
3487,BS230,230,9/14/2015,9/28/2015,0.0785,<32,Negative,0.067,<32,Negative,,0,1,1
3490,BS239,239,9/22/2015,11/3/2015,0.0805,<32,Negative,0.0345,<32,Negative,M.test on 16-Nov-15,0,1,1
3492,BS242,242,9/15/2015,9/28/2015,0.0425,<32,Negative,0.0665,<32,Negative,,0,1,1
3494,BS245,245,9/18/2015,11/3/2015,0.166,32,Suspect,0.051,<32,Negative,M.test on 13-Nov-15,0,1,1
3495,BS246,246,9/27/2015,11/3/2015,0.1755,32,Suspect,0.1545,<32,Negative,M.test on 16-Nov-15,0,1,1
3497,BS248,248,9/16/2015,9/28/2015,0.058,<32,Negative,0.081,<32,Negative,,0,1,1
3505,BS257,257,9/17/2015,11/3/2015,0.212,32,Suspect,0.051,<32,Negative,M.test on 13-Nov-15,0,1,1
3508,BS265,265,9/12/2015,9/28/2015,0.069,<32,Negative,0.077,<32,Negative,,0,1,1
3515,BS275,275,9/14/2015,9/28/2015,0.061,<32,Negative,0.0465,<32,Negative,,0,1,1
3528,BS289,289,9/12/2015,9/28/2015,0.1115,32,Suspect,0.1085,<32,Negative,,0,1,1
3529,BS290,290,9/14/2015,9/28/2015,0.221,32,Suspect,0.1835,<32,Negative,,0,1,1
3530,BS291,291,9/13/2015,9/28/2015,0.1185,<32,Negative,0.116,<32,Negative,,0,1,1
3532,BS293,293,9/12/2015,9/28/2015,0.108,32,Suspect,0.108,<32,Negative,,0,1,1
3533,BS294,294,9/25/2015,11/3/2015,0.514,<32,Negative,0.218,<32,Negative,M.test on 16-Nov-15,0,1,1
3544,BS310,310,9/12/2015,9/28/2015,0.104,<32,Negative,0.1075,<32,Negative,,0,1,1
3545,BS314,314,9/17/2015,11/3/2015,0.0755,<32,Negative,0.0205,<32,Negative,M.test on 13-Nov-15,0,1,1
3546,BS316,316,9/13/2015,9/28/2015,0.1285,32,Suspect,0.114,<32,Negative,,0,1,1
3547,BS317,317,9/13/2015,9/28/2015,0.0915,<32,Negative,0.069,<32,Negative,,0,1,1
3548,BS320,320,10/2/2015,11/3/2015,0.2285,32,Suspect,0.07,<32,Negative,M.test on 16-Nov-15,0,1,1
3549,BS321,321,9/22/2015,11/3/2015,0.0355,<32,Negative,0.014,<32,Negative,M.test on 16-Nov-15,0,1,1
3550,BS323,323,9/13/2015,9/28/2015,0.073,<32,Negative,0.0625,<32,Negative,,0,1,1
3551,BS324,324,9/13/2015,9/28/2015,0.049,<32,Negative,0.051,<32,Negative,,0,1,1
3552,BS327,327,9/28/2015,11/3/2015,0.1415,<32,Negative,0.2735,<32,Negative,M.test on 16-Nov-15,0,1,1
3553,BS328,328,9/22/2015,11/3/2015,0.094,<32,Negative,0.0165,<32,Negative,M.test on 16-Nov-15,0,1,1
3555,BS335,335,9/28/2015,11/3/2015,0.064,<32,Negative,0.1805,<32,Negative,M.test on 16-Nov-15,0,1,1
3557,BS339,339,9/12/2015,9/28/2015,0.0675,<32,Negative,0.068,<32,Negative,,0,1,1
3559,BS342,342,9/15/2015,9/28/2015,0.0385,<32,Negative,0.0325,<32,Negative,,0,1,1
3560,BS345,345,9/13/2015,9/28/2015,0.1325,32,Suspect,0.1495,<32,Negative,,0,1,1
3566,BS354,354,9/15/2015,9/28/2015,0.0285,<32,Negative,0.0265,<32,Negative,,0,1,1
3568,BS500,500,9/15/2015,9/28/2015,0.025,<32,Negative,0.032,<32,Negative,,0,1,1
3569,BS503,503,9/16/2015,9/28/2015,0.05,<32,Negative,0.061,<32,Negative,,0,1,1
3570,BS504,504,9/15/2015,9/28/2015,0.009,<32,Negative,0.0225,<32,Negative,,0,1,1
3571,BS506,506,9/14/2015,9/28/2015,0.132,32,Suspect,0.1235,<32,Negative,,0,1,1
3572,BS508,508,9/15/2015,9/28/2015,0.0255,<32,Negative,0.0435,<32,Negative,,0,1,1
3573,BS509,509,9/16/2015,9/28/2015,0.053,<32,Negative,0.0595,<32,Negative,,0,1,1
3574,BS510,510,9/14/2015,9/28/2015,0.187,32,Suspect,0.184,<32,Negative,,0,1,1
3575,BS511,511,9/16/2015,9/28/2015,0.152,32,Suspect,0.116,<32,Negative,,0,1,1
3576,BS512,512,9/15/2015,9/28/2015,0.067,<32,Negative,0.0685,<32,Negative,,0,1,1
3577,BS513,513,9/15/2015,9/28/2015,0.0425,<32,Negative,0.07,<32,Negative,,0,1,1
3578,BS514,514,9/16/2015,9/28/2015,0.003,<32,Negative,0.005,<32,Negative,,0,1,1
3579,BS515,515,9/14/2015,9/28/2015,0.11,<32,Negative,0.1045,<32,Negative,,0,1,1
3580,BS517,517,9/14/2015,9/28/2015,0.1535,32,Suspect,0.124,<32,Negative,,0,1,1
3581,BS519,519,9/14/2015,9/28/2015,0.2715,64,Positive,0.261,32,Suspect,,0,1,1
3582,BS521,521,9/15/2015,9/28/2015,0.0675,<32,Negative,0.0655,<32,Negative,,0,1,1
3583,BS522,522,9/14/2015,9/28/2015,0.0815,<32,Negative,0.0675,<32,Negative,,0,1,1
3584,BS523,523,9/15/2015,9/28/2015,0.0195,<32,Negative,0.0235,<32,Negative,,0,1,1
3585,BS524,524,9/15/2015,9/28/2015,0.1245,32,Suspect,0.1385,<32,Negative,,0,1,1
3586,BS529,529,9/14/2015,9/28/2015,0.023,<32,Negative,0.026,<32,Negative,,0,1,1
3587,BS530,530,9/16/2015,9/28/2015,0.0535,<32,Negative,0.075,<32,Negative,,0,1,1
3588,BS531,531,9/15/2015,9/28/2015,0.08,32,Suspect,0.076,<32,Negative,,0,1,1
3589,BS533,533,9/16/2015,9/28/2015,0.058,<32,Negative,0.098,<32,Negative,,0,1,1
3590,BS534,534,9/15/2015,9/28/2015,0.072,<32,Negative,0.1235,<32,Negative,,0,1,1
3591,BS535,535,9/15/2015,9/28/2015,0.0495,<32,Negative,0.077,<32,Negative,,0,1,1
3592,BS537,537,9/14/2015,9/28/2015,0.006,<32,Negative,0.0065,<32,Negative,,0,1,1
3593,BS538,538,9/15/2015,9/28/2015,0.0855,32,Suspect,0.096,<32,Negative,,0,1,1
3594,BS539,539,9/17/2015,11/3/2015,0.0655,<32,Negative,0.0265,<32,Negative,M.test on 13-Nov-15,0,1,1
3595,BS541,541,9/17/2015,11/3/2015,0.031,<32,Negative,0.004,<32,Negative,M.test on 13-Nov-15,0,1,1
3596,BS542,542,9/22/2015,11/3/2015,0.2045,32,Suspect,0.0385,<32,Negative,M.test on 16-Nov-15,0,1,1
3597,BS543,543,9/17/2015,11/3/2015,0.054,<32,Negative,0.019,<32,Negative,M.test on 13-Nov-15,0,1,1
3598,BS545,545,9/24/2015,11/3/2015,0.0995,<32,Negative,0.1145,<32,Negative,M.test on 16-Nov-15,0,1,1
3599,BS548,548,9/18/2015,11/3/2015,0.0335,<32,Negative,0.005,<32,Negative,M.test on 13-Nov-15,0,1,1
3600,BS549,549,9/23/2015,11/3/2015,0.056,<32,Negative,0.052,<32,Negative,M.test on 16-Nov-15,0,1,1
3601,BS550,550,9/18/2015,11/3/2015,0.088,<32,Negative,0.014,<32,Negative,M.test on 13-Nov-15,0,1,1
3602,BS551,551,9/18/2015,11/3/2015,0.2275,32,Suspect,0.0335,<32,Negative,M.test on 13-Nov-15,0,1,1
3603,BS552,552,9/22/2015,11/3/2015,0.709,128,Positive,0.0745,<32,Negative,M.test on 16-Nov-15,0,1,1
3604,BS553,553,9/17/2015,11/3/2015,0.085,<32,Negative,0.014,<32,Negative,M.test on 13-Nov-15,0,1,1
3605,BS554,554,9/16/2015,9/28/2015,0.0975,32,Suspect,0.092,<32,Negative,,0,1,1
3606,BS555,555,9/20/2015,11/3/2015,0.095,<32,Negative,0.042,<32,Negative,M.test on 13-Nov-15,0,1,1
3607,BS556,556,9/17/2015,11/3/2015,0.106,<32,Negative,0.0355,<32,Negative,M.test on 13-Nov-15,0,1,1
3608,BS558,558,9/22/2015,11/3/2015,0.2165,32,Suspect,0.051,<32,Negative,M.test on 16-Nov-15,0,1,1
3609,BS559,559,9/18/2015,11/3/2015,0.1425,<32,Negative,0.046,<32,Negative,M.test on 13-Nov-15,0,1,1
3610,BS560,560,9/20/2015,11/3/2015,0.08,<32,Negative,0.033,<32,Negative,M.test on 13-Nov-15,0,1,1
3611,BS561,561,9/17/2015,11/3/2015,0.2345,32,Suspect,0.085,<32,Negative,M.test on 13-Nov-15,0,1,1
3612,BS562,562,9/20/2015,11/3/2015,0.133,<32,Negative,0.0425,<32,Negative,M.test on 13-Nov-15,0,1,1
3613,BS563,563,9/20/2015,11/3/2015,0.1985,32,Suspect,0.094,<32,Negative,M.test on 13-Nov-15,0,1,1
3614,BS564,564,9/24/2015,11/3/2015,0.326,64,Positive,0.2335,<32,Negative,M.test on 16-Nov-15,0,1,1
3615,BS565,565,9/16/2015,9/28/2015,0.096,32,Suspect,0.1205,<32,Negative,,0,1,1
3616,BS566,566,9/16/2015,9/28/2015,0.0445,<32,Negative,0.0635,<32,Negative,,0,1,1
3617,BS567,567,9/17/2015,11/3/2015,0.0895,<32,Negative,0.027,<32,Negative,M.test on 13-Nov-15,0,1,1
3618,BS568,568,9/17/2015,11/3/2015,0.2285,32,Suspect,0.0515,<32,Negative,M.test on 13-Nov-15,0,1,1
3619,BS569,569,9/17/2015,11/3/2015,0.0785,<32,Negative,0.014,<32,Negative,M.test on 13-Nov-15,0,1,1
3620,BS571,571,9/20/2015,11/3/2015,0.0715,<32,Negative,0.031,<32,Negative,M.test on 13-Nov-15,0,1,1
